house_id,area_type,availability,location,size,society,total_sqft,bath,balcony,price
house_974,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1175,2.0,2.0,47.0
house_5019,Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1250,3.0,2.0,58.0
house_7389,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1280,2.0,2.0,69.0
house_3505,Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1230,2.0,2.0,57.0
house_12388,Plot  Area,19-Dec,Bannerghatta Road,4 Bedroom,Putere ,4723,4.0,3.0,500.0
house_6578,Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1831,3.0,1.0,110.0
house_12054,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1135,2.0,2.0,46.0
house_8999,Built-up  Area,Ready To Move,Hormavu,3 BHK,SyidaCr,1668,2.0,,120.0
house_7850,Built-up  Area,Ready To Move,Tumkur Road,5 Bedroom,,4800,5.0,2.0,150.0
house_7203,Super built-up  Area,Ready To Move,sarjapura main road,4 BHK,,2400,4.0,3.0,250.0
house_3646,Plot  Area,Ready To Move,Kumara Park,4 Bedroom,,2700,6.0,,675.0
house_6378,Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1260,2.0,2.0,35.0
house_12756,Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,,1200,2.0,1.0,44.4
house_9178,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,,1355,2.0,3.0,58.25
house_8812,Super built-up  Area,Ready To Move,Domlur,3 BHK,,1740,3.0,0.0,120.0
house_7819,Super built-up  Area,Ready To Move,Lavelle Road,2 BHK,,985,2.0,1.0,156.0
house_4121,Plot  Area,Ready To Move,Laxmi Sagar Layout,3 Bedroom,Pudgear,3100,3.0,3.0,250.0
house_9632,Built-up  Area,Ready To Move,Marathahalli,3 BHK,,1700,3.0,2.0,126.0
house_6644,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1489,2.0,3.0,82.0
house_8259,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Reverve,1115,2.0,2.0,60.0
house_6281,Super built-up  Area,Ready To Move,Devi Nagar,2 BHK,RMerslu,1100,2.0,1.0,61.0
house_5120,Built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,DStra S,1115,2.0,0.0,46.0
house_6494,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1272,2.0,2.0,51.5
house_3649,Super built-up  Area,19-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,45.91
house_6666,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,BlibuMa,1350,2.0,2.0,72.0
house_3461,Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1100,2.0,0.0,68.0
house_7023,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1829,3.0,2.0,125.0
house_7140,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Revane ,1150,2.0,2.0,70.0
house_3663,Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1132,2.0,1.0,89.37
house_7097,Super built-up  Area,Ready To Move,Laggere,1 BHK,,1500,1.0,0.0,60.0
house_928,Super built-up  Area,Ready To Move,Bellandur,5 BHK,,4239,5.0,2.0,423.0
house_9308,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,54.2
house_7061,Super built-up  Area,19-Jun,Sarjapur  Road,2 BHK,,1044,2.0,1.0,34.77
house_4718,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2.0,2.0,73.0
house_4826,Super built-up  Area,18-Mar,Hulimavu,3 BHK,Vapasrk,3035,5.0,,271.0
house_10046,Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3.0,2.0,120.0
house_4579,Built-up  Area,Ready To Move,Seegehalli,4 BHK,Paoliy ,3000,5.0,3.0,150.0
house_13210,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1850,3.0,2.0,89.0
house_2275,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0
house_9985,Built-up  Area,18-Jul,Bellandur,3 BHK,NiCodCa,1685,3.0,3.0,115.0
house_2503,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1063,2.0,2.0,42.0
house_3641,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,2912,6.0,2.0,210.0
house_6264,Super built-up  Area,Ready To Move,HBR Layout,3 BHK,HMtesle,1656,3.0,2.0,90.0
house_11171,Plot  Area,Ready To Move,Postal Colony,3 Bedroom,,1500,2.0,1.0,200.0
house_11257,Built-up  Area,Ready To Move,KR Puram,1 BHK,,700,1.0,1.0,21.5
house_8036,Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,50.0
house_1722,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,37.0
house_8678,Super built-up  Area,Ready To Move,Nagavara,4 BHK,K dotna,2496,4.0,2.0,125.0
house_8395,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1826,3.0,2.0,125.0
house_1964,Super built-up  Area,Ready To Move,Hulimavu,1 BHK,NiarkHy,688,1.0,2.0,50.0
house_10114,Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1325,2.0,2.0,60.8
house_8440,Super built-up  Area,18-Jul,Banashankari,2 BHK,,1000,2.0,1.0,50.0
house_3916,Plot  Area,Ready To Move,Kuvempu Nagar,7 Bedroom,,1650,9.0,,345.0
house_11320,Plot  Area,Ready To Move,Arishinakunte,1 Bedroom,,38Guntha,1.0,0.0,170.0
house_11873,Super built-up  Area,19-Sep,Chandapura,1 BHK,SuVue S,520,1.0,1.0,14.04
house_1520,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,39.0
house_8008,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0
house_8820,Built-up  Area,Ready To Move,Chikkathoguru,2 BHK,Srvasi ,1045,2.0,2.0,42.0
house_5011,Super built-up  Area,20-Aug,Sarjapur  Road,2 BHK,Ahciace,1067,2.0,1.0,60.0
house_5655,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1278,2.0,2.0,90.0
house_2292,Built-up  Area,Ready To Move,1st Phase JP Nagar,5 Bedroom,,1500,5.0,,85.0
house_8338,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1100,2.0,2.0,52.0
house_7452,Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3589,5.0,0.0,400.0
house_8509,Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,45.91
house_9796,Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2330,5.0,1.0,175.0
house_4357,Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,1200,3.0,1.0,260.0
house_6971,Super built-up  Area,18-Dec,Whitefield,3 BHK,BSlasin,1390 - 1600,,,61.28
house_12796,Plot  Area,Ready To Move,Chikkalasandra,5 Bedroom,,1000,4.0,2.0,300.0
house_2324,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,1.0,83.0
house_1025,Super built-up  Area,19-Dec,Horamavu Banaswadi,2 BHK,,1460,2.0,1.0,80.5
house_6014,Super built-up  Area,18-Aug,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,150.0
house_4924,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,38.65
house_8117,Super built-up  Area,Ready To Move,Duvasapalya,2 BHK,,1190,2.0,1.0,48.6
house_4658,Built-up  Area,Ready To Move,4th Block Koramangala,3 BHK,,1800,3.0,3.0,140.0
house_10886,Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0
house_12815,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,,900,2.0,1.0,35.0
house_11948,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Vaoodar,1800,3.0,2.0,95.0
house_7427,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,935,2.0,1.0,35.53
house_5204,Plot  Area,Ready To Move,Naganathapura,8 Bedroom,,1200,7.0,3.0,100.0
house_11149,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,,1750,3.0,2.0,81.0
house_9707,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,1.0,55.47
house_9071,Super built-up  Area,Ready To Move, Mysore Highway,1 BHK,,535,1.0,1.0,35.0
house_12359,Plot  Area,Ready To Move,Kumaraswami Layout,2 Bedroom,,600,2.0,1.0,72.0
house_6074,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0
house_4933,Super built-up  Area,Ready To Move,Kempegowda Nagar,3 BHK,Srowsrj,1665,3.0,2.0,105.0
house_8807,Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.4
house_10771,Built-up  Area,18-Dec,Electronic City,2 BHK,,1200,2.0,1.0,34.65
house_7638,Super built-up  Area,Ready To Move, Basavangudi,1 RK,,670,1.0,1.0,50.0
house_7937,Super built-up  Area,17-Apr,Banashankari Stage V,3 BHK,Naiewre,1630,3.0,2.0,51.35
house_8297,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1328,2.0,3.0,91.06
house_7777,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2144.6,4.0,2.0,145.0
house_8545,Plot  Area,Ready To Move,BTM 1st Stage,1 Bedroom,,375,1.0,0.0,40.0
house_6929,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2476,3.0,3.0,337.0
house_9665,Super built-up  Area,Ready To Move,Whitefield,2 BHK,DSe 2ie,1100,2.0,2.0,65.0
house_1419,Plot  Area,Ready To Move,Kavika Layout,3 Bedroom,,750,2.0,1.0,75.0
house_6351,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1100,2.0,1.0,54.0
house_8730,Super built-up  Area,Ready To Move,Srirampura,4 BHK,MVmesle,2736,4.0,,130.0
house_9584,Super built-up  Area,Ready To Move,Kudlu,2 BHK,,1027,2.0,2.0,44.0
house_851,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,86.58
house_4101,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1141,2.0,1.0,45.9
house_8059,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718,3.0,2.0,119.0
house_2756,Carpet  Area,18-Dec,Hebbal,2 BHK,Arcia S,823,2.0,1.0,50.63
house_8504,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,52.08
house_2232,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.5
house_6989,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1631,3.0,2.0,80.0
house_6612,Super built-up  Area,17-May,Whitefield,2 BHK,SVineun,1100,2.0,1.0,37.0
house_2153,Super built-up  Area,Ready To Move,Kamakshipalya,4 BHK,,800,4.0,1.0,80.0
house_10940,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2376,3.0,1.0,240.0
house_37,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,125.0
house_1490,Plot  Area,Ready To Move,Malleshwaram,9 Bedroom,,750,8.0,,150.0
house_12630,Super built-up  Area,Ready To Move,Devasthanagalu,2 BHK,CMhidal,1057,2.0,1.0,42.0
house_536,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372,2.0,1.0,68.0
house_10447,Built-up  Area,Ready To Move,Green View Layout,2 BHK,DSeme S,1150,2.0,1.0,42.0
house_11691,Built-up  Area,Ready To Move,Kudlu,2 BHK,,1110,2.0,1.0,46.0
house_5865,Super built-up  Area,Ready To Move,Harlur,3 BHK,Shodsir,1620,3.0,1.0,110.0
house_9104,Super built-up  Area,18-Apr,Marathahalli,3 BHK,,1310,3.0,1.0,63.22
house_8990,Super built-up  Area,Ready To Move,Hormavu,2 BHK,,765,2.0,1.0,37.49
house_6884,Super built-up  Area,18-Oct,Banashankari Stage III,3 BHK,,1480,3.0,1.0,75.48
house_8659,Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2 BHK,,700,2.0,1.0,35.0
house_5254,Super built-up  Area,18-May,Devanahalli Int. Airport,2 BHK,,1080,2.0,1.0,62.0
house_8244,Super built-up  Area,Ready To Move,Richmond Town,4 BHK,,2230,4.0,,792.0
house_5846,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1374,3.0,2.0,51.0
house_12060,Plot  Area,Ready To Move,Manjunath Nagar,5 Bedroom,,1200,6.0,2.0,110.0
house_6903,Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,,650,1.0,1.0,17.0
house_12533,Built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1065,2.0,1.0,46.0
house_3275,Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,,600,2.0,2.0,90.0
house_9103,Built-up  Area,Ready To Move, south,4 BHK,,3420,3.0,2.0,410.0
house_5904,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,52.0
house_8955,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,Gonorir,2200,3.0,2.0,160.0
house_5208,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2.0,2.0,75.0
house_12999,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1701,2.0,2.0,145.0
house_7129,Built-up  Area,Ready To Move,Yelahanka,2 BHK,Velas V,1315,2.0,3.0,75.0
house_10987,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,Vanusn ,1545,3.0,2.0,65.0
house_4616,Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,,1654,2.0,3.0,85.0
house_11699,Super built-up  Area,18-Apr,Neeladri Nagar,2 BHK,SKisyDa,1105,2.0,2.0,30.0
house_6345,Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1357,2.0,1.0,130.0
house_9139,Super built-up  Area,18-May,Dasanapura,3 BHK,Tavenew,1286,2.0,1.0,68.0
house_1370,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,4400,3.0,2.0,475.0
house_8124,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,725,2.0,2.0,36.0
house_10364,Built-up  Area,18-Apr,Yelahanka,3 BHK,Hotat H,1847,3.0,3.0,92.0
house_1493,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,1207,2.0,2.0,63.0
house_4027,Super built-up  Area,Ready To Move,Wilson Garden,1 BHK,,735,1.0,1.0,75.0
house_5379,Super built-up  Area,19-Jul,Yelahanka,2 BHK,Goues A,1033,2.0,1.0,52.58
house_7421,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,166.0
house_2489,Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.12
house_4977,Super built-up  Area,17-Oct,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,74.0
house_10495,Super built-up  Area,19-Jul,Ramamurthy Nagar,2 BHK,Vaharvi,1050,2.0,1.0,51.66
house_6097,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3526,4.0,3.0,598.0
house_3048,Super built-up  Area,17-Dec,Seegehalli,2 BHK,,1118,2.0,2.0,37.5
house_9652,Plot  Area,Ready To Move,Anand Nagar,6 Bedroom,,1508,5.0,2.0,240.0
house_11997,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,,1050,2.0,2.0,37.8
house_12332,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Akone R,3000,4.0,2.0,240.0
house_6751,Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Niowshi,1639,3.0,3.0,120.0
house_6348,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Stndeil,3000,5.0,2.0,335.0
house_12895,Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,,450,1.0,1.0,20.0
house_9355,Plot  Area,Ready To Move,Mysore Road,4 Bedroom,,540,4.0,2.0,85.0
house_5176,Plot  Area,Ready To Move,Anandapura,4 Bedroom,,1749,4.0,0.0,90.0
house_8312,Super built-up  Area,21-Jun,Tumkur Road,1 BHK,Coowsri,596 - 861,1.0,0.0,31.315
house_6833,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,2.0,40.0
house_13213,Plot  Area,Ready To Move,Rajarajeshwari nagar,4 Bedroom,,1200,5.0,,325.0
house_8735,Built-up  Area,Ready To Move,Pai Layout,2 BHK,Saage V,1000,2.0,2.0,34.0
house_11780,Super built-up  Area,20-Apr,Electronics City Phase 1,2 BHK,DSrry S,891,2.0,1.0,24.95
house_6961,Super built-up  Area,Ready To Move,Ardendale,3 BHK,Mahtsba,1650,3.0,3.0,82.0
house_10715,Super built-up  Area,Ready To Move,Prithvi Layout,3 BHK,Prigh L,2100,3.0,3.0,125.0
house_4094,Super built-up  Area,18-May,Bommanahalli,3 BHK,,1250,3.0,2.0,55.0
house_4025,Super built-up  Area,18-Apr,Devanahalli,2 BHK,Oznuean,1174,2.0,1.0,59.0
house_3030,Plot  Area,Ready To Move,Ambedkar Nagar,5 Bedroom,Thessrm,5530,5.0,3.0,627.0
house_2504,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1077,2.0,1.0,37.7
house_1666,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,654,1.0,1.0,38.4
house_302,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0
house_2726,Super built-up  Area,Ready To Move,Bellandur,2 BHK,OriewLa,1299,2.0,2.0,82.0
house_8030,Plot  Area,Ready To Move,AGB Layout,7 Bedroom,,3000,6.0,3.0,145.0
house_5018,Built-up  Area,Ready To Move,Electronic City,2 BHK,PronsEn,1090,2.0,2.0,35.03
house_12446,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1021,2.0,2.0,45.9
house_5706,Built-up  Area,18-Dec,"Bellandur, ",4 BHK,,3160,4.0,3.0,206.0
house_6768,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1320,2.0,2.0,115.0
house_3123,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0
house_7547,Super built-up  Area,Ready To Move,Domlur,1 BHK,Saiewas,780,1.0,1.0,70.0
house_3785,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1200,3.0,2.0,265.0
house_11069,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,57.0
house_5102,Built-up  Area,Ready To Move,Vimanapura,3 BHK,Inion P,1600,3.0,1.0,64.0
house_342,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2.0,2.0,76.0
house_11053,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Bamita ,1870,3.0,3.0,180.0
house_1087,Plot  Area,Ready To Move,Manjunath Nagar,4 Bedroom,,1200,4.0,0.0,135.0
house_2727,Super built-up  Area,18-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,75.0
house_8573,Built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3855,4.0,3.0,220.0
house_5259,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Srayatr,1265,2.0,1.0,78.0
house_11382,Built-up  Area,Ready To Move,3rd Block Hrbr Layout,2 BHK,Icncy R,1300,2.0,3.0,95.0
house_12390,Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3508,4.0,1.0,386.0
house_10470,Super built-up  Area,Ready To Move,Domlur,2 BHK,IBictnd,1276,2.0,2.0,80.0
house_4810,Built-up  Area,Ready To Move,Bommasandra,2 BHK,RKhipwn,1000,2.0,1.0,35.0
house_2218,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,1007,2.0,3.0,42.0
house_6671,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,4100,4.0,,550.0
house_9751,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,48.0
house_3868,Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,135.0
house_741,Built-up  Area,Ready To Move,P&T Colony,1 BHK,,425,1.0,0.0,20.03
house_9007,Super built-up  Area,Ready To Move,Electronic City,3 BHK,SJityVe,1609,3.0,3.0,115.0
house_4048,Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,,1060,2.0,1.0,40.0
house_12643,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,640,1.0,1.0,45.0
house_10888,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,ARngsd ,1061,2.0,1.0,34.0
house_8900,Built-up  Area,Ready To Move,Whitefield,2 BHK,,1240,2.0,2.0,70.0
house_11115,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,77.0
house_7386,Super built-up  Area,Ready To Move,RMV,3 BHK,,2075,3.0,1.0,175.0
house_6007,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1435,3.0,3.0,57.2
house_11951,Plot  Area,Ready To Move,Vijayanagar,4 Bedroom,,1500,4.0,1.0,360.0
house_5895,Super built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,,990,2.0,2.0,58.0
house_1946,Plot  Area,Ready To Move,Varthur,4 Bedroom,SLncyaj,1320,2.0,1.0,110.0
house_7054,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ceiti I,1229,2.0,2.0,70.0
house_1656,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,2200,2.0,1.0,162.0
house_11513,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1995,3.0,1.0,100.0
house_6458,Super built-up  Area,Ready To Move,Vignana Nagar,4 BHK,,1050,4.0,2.0,90.0
house_5888,Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3 Bedroom,,900,4.0,2.0,180.0
house_1188,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1281,2.0,1.0,74.0
house_9215,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,SurtsCo,1224,2.0,2.0,45.0
house_11166,Plot  Area,Ready To Move,Vishwapriya Nagar,3 Bedroom,,1200,3.0,1.0,80.0
house_8069,Built-up  Area,18-Jun,Panathur,1 BHK,,661,1.0,1.0,40.0
house_3600,Super built-up  Area,18-May,Kundalahalli,3 BHK,Dieldli,1397,3.0,3.0,108.0
house_1297,Super built-up  Area,Ready To Move,Coconut Garden,3 BHK,,1800,3.0,3.0,80.0
house_2188,Super built-up  Area,18-Jul,Bommanahalli,2 BHK,,1000,2.0,2.0,29.9
house_1081,Super built-up  Area,17-Oct,Banashankari,3 BHK,,1470,2.0,1.0,88.64
house_4224,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,121.0
house_11018,Plot  Area,Ready To Move,adigondanhalli,2 Bedroom,,1200,1.0,0.0,42.0
house_7739,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SrireSo,1150,2.0,2.0,55.0
house_3521,Plot  Area,Ready To Move,Kanaka Nagar,2 Bedroom,,1200,2.0,1.0,125.0
house_5975,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,2.0,280.0
house_11501,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0
house_10903,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Peles P,1044,2.0,2.0,36.0
house_6156,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,3.0,2.0,130.0
house_5528,Plot  Area,Ready To Move,HRBR Layout,6 Bedroom,,1200,6.0,3.0,250.0
house_6728,Built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,,1600,3.0,2.0,70.0
house_7160,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1065,2.0,2.0,42.59
house_5407,Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,Covelrs,1385,2.0,3.0,65.0
house_12593,Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1300,3.0,,145.0
house_2443,Super built-up  Area,Ready To Move,Hennur,2 BHK,Exitym ,1259,2.0,2.0,57.0
house_920,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,107.0
house_12722,Built-up  Area,Ready To Move,Whitefield,3 BHK,SneurGr,1740,3.0,3.0,85.0
house_12298,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.0
house_1256,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,146.0
house_10076,Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,,2500,4.0,0.0,140.0
house_12372,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sencys ,1165,1.0,0.0,42.09
house_7818,Plot  Area,Ready To Move,Bommasandra Industrial Area,2 Bedroom,,1200,3.0,0.0,45.0
house_4426,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Gotaten,1125,2.0,2.0,70.0
house_6090,Super built-up  Area,Ready To Move,CR Layout,3 BHK,,1495,3.0,,200.0
house_307,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0
house_12307,Plot  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,,2000,3.0,1.0,180.0
house_5514,Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1065,2.0,1.0,47.86
house_5745,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1236,2.0,2.0,61.33
house_4823,Super built-up  Area,19-Jan,Kasavanhalli,3 BHK,,1787,3.0,2.0,123.0
house_11041,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ShaleSp,1350,2.0,3.0,68.0
house_3210,Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,,2265,3.0,2.0,136.0
house_1406,Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,755,2.0,1.0,37.49
house_8113,Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,2400,3.0,1.0,320.0
house_2065,Built-up  Area,Ready To Move,Bellandur,3 BHK,Itnaia ,1398,3.0,1.0,68.0
house_6026,Super built-up  Area,18-Jul,Harlur,3 BHK,Shodsir,1630,3.0,1.0,95.1
house_12896,Super built-up  Area,Ready To Move,Infantry Road,5 BHK,,4000,5.0,,680.0
house_12026,Plot  Area,Ready To Move,Manjunath Nagar,5 Bedroom,,910,4.0,2.0,194.0
house_1435,Super built-up  Area,18-Jan,KR Puram,3 BHK,,1455,3.0,2.0,46.0
house_12893,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755,1.0,0.0,30.12
house_6400,Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,AnaveEn,1215,2.0,3.0,43.0
house_11856,Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,,8840,2.0,3.0,300.0
